Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std	LT-Acc	LT-Acc-Std	LT-F1-Macro	LT-F1-Macro-Std	LT-F1-Weighted	LT-F1-Weighted-Std	MI-Acc	MI-Acc-Std	MI-F1-Macro	MI-F1-Macro-Std	MI-F1-Weighted	MI-F1-Weighted-Std	NA-Acc	NA-Acc-Std	NA-F1-Macro	NA-F1-Macro-Std	NA-F1-Weighted	NA-F1-Weighted-Std	RE-Acc	RE-Acc-Std	RE-F1-Macro	RE-F1-Macro-Std	RE-F1-Weighted	RE-F1-Weighted-Std	SM-Acc	SM-Acc-Std	SM-F1-Macro	SM-F1-Macro-Std	SM-F1-Weighted	SM-F1-Weighted-Std
ss_ss-e-l-t-v	57.26625	11.85875	55.8125	9.47125	60.32	10.55	49.67	5.6575	51.575	4.63	52.3475	4.93625	52.1275	9.56625	53.3625	9.18625	55.28625	7.2075	55.42375	17.29125	52.99625	19.1375	61.6125	12.285	68.15625	8.58375	60.0325	3.87375	68.6175	9.51	55.48875	8.16125	57.0425	7.02	59.26125	8.08875
ss_ss-e-n-t-v	57.26625	11.85875	55.8125	9.47125	60.32	10.55	49.67	5.6575	51.575	4.63	52.3475	4.93625	52.1275	9.56625	53.36125	9.1875	55.28625	7.2075	55.42375	17.29125	52.99625	19.1375	61.6125	12.285	68.15625	8.58375	60.0325	3.87375	68.6175	9.51	55.48875	8.16125	57.0425	7.02	59.26125	8.08875
ss_ss-e-t-v	57.26625	11.85875	55.8125	9.47125	60.32	10.55	49.67	5.6575	51.575	4.63	52.3475	4.93625	52.1275	9.56625	53.36125	9.1875	55.28625	7.2075	55.42375	17.29125	52.99625	19.1375	61.6125	12.285	68.15625	8.58375	60.0325	3.87375	68.6175	9.51	55.48875	8.16125	57.0425	7.02	59.26125	8.08875
lt-pt_lt-pt-e-v	57.035	11.99875	55.79875	9.70125	60.25375	11.2775	49.14625	5.77875	50.38	6.00125	51.25375	5.67625	53.36875	11.32375	54.495	10.9075	56.81625	9.75625	55.71125	14.75625	53.3	16.7825	62	11.65625	65.9725	9.48125	58.49125	4.78	66.60125	10.22875	56.02375	8.17125	58.16625	6.79125	60.30875	8.38125
lt_lt-e-n-v-s	55.72875	9.69125	55.78625	8.5675	60.3575	8.555	47.15125	5.06	50.1425	4.77375	51.30125	4.32875	53.35125	10.4825	55.5025	10.41	57.87125	8.11875	54.57875	10.9275	53.02875	16.7025	62.28875	6.82875	64.97375	6.14375	59.44875	3.535	67.49875	7.08125	54.075	6.6875	57.07375	5.73125	59.215	6.64375
ss_ss-e-l-n-t-s-v	56.02625	10.31125	55.77125	9.02875	60.30375	9.135	47.47375	6.13875	50.0325	5.0825	51.46125	4.99625	52.72625	9.6425	54.6725	9.6675	56.88875	7.23625	55.7725	13.49375	54.01	18.00625	63.045	9.84	65.6825	6.2975	59.83125	3.91125	67.905	7.245	54.035	7.12625	56.6875	5.9475	58.725	6.9475
ss_ss-e-l-s-t-v	56.02625	10.31125	55.77125	9.02875	60.30375	9.135	47.47375	6.13875	50.0325	5.0825	51.46125	4.99625	52.72625	9.6425	54.6725	9.6675	56.88875	7.23625	55.7725	13.49375	54.01	18.00625	63.045	9.84	65.6825	6.2975	59.83125	3.91125	67.905	7.245	54.035	7.12625	56.6875	5.9475	58.725	6.9475
ss_ss-e-n-s-t-v	56.025	10.3125	55.77	9.03	60.30375	9.135	47.47375	6.13875	50.0325	5.0825	51.46125	4.99625	52.725	9.64375	54.6725	9.6675	56.88875	7.2375	55.76875	13.49875	54.00875	18.01	63.0425	9.8425	65.6825	6.2975	59.83125	3.91125	67.905	7.245	54.035	7.12625	56.6875	5.9475	58.725	6.9475
ss_ss-e-t-v-s	56.025	10.3125	55.77	9.03	60.30375	9.135	47.47375	6.13875	50.0325	5.0825	51.46125	4.99625	52.725	9.64375	54.6725	9.6675	56.88875	7.2375	55.76875	13.49875	54.00875	18.01	63.0425	9.8425	65.6825	6.2975	59.83125	3.91125	67.905	7.245	54.035	7.12625	56.6875	5.9475	58.725	6.9475
lt-ps_lt-ps-e-v	55.9675	11.56875	55.71625	9.505	60.11375	10.68625	48.18375	5.6575	50.5125	5.80875	51.57125	5.6875	52.5975	12.3325	54.5125	11.57	56.6975	10.5675	54.79	12.82	52.9975	16.56875	61.80375	10.3325	64.9625	9.18875	58.92375	4.01625	66.73375	9.64625	54.64125	8.19875	57.60875	6.8675	59.73625	8.4525
lt_lt-e-n-v	56.55375	10.6425	55.6925	8.95125	60.16875	10.1175	50.4975	4.44875	52.00625	4.54125	53.36375	4.12375	55.51875	11.5825	55.80625	11.15125	58.95875	10.20875	56.295	13.89375	53.3325	15.73375	62.67	12.26125	63.27375	8.23	57.65875	4.4325	64.805	9.155	54.6275	6.2425	57.01625	5.27875	59.0625	6.255
li_li-e-n-v-s	55.28	9.7825	55.67375	8.59625	60.17875	8.60625	46.92625	5.3775	50.08375	4.8425	51.32875	4.58375	53.07625	10.17	55.165	9.7375	57.73125	7.6925	54.25375	11.4025	53.0225	16.985	62.22125	7.64125	64.40625	6.79	59.47	3.17875	67.18875	7.345	53.46625	6.40125	56.88625	5.26375	58.96375	6.24875
lt_r-e-v	55.43125	11.62625	55.66	9.91	59.93875	10.71625	46.3025	6.26	49.19	5.08	50.03125	5.9925	52.89625	12.08	55.22375	11.83375	57.50875	9.475	53.5125	11.8275	52.27125	15.7925	61.04875	9.58375	64.93	8.27625	59.395	4.675	66.9175	8.97875	54.31125	8.47625	57.6875	7.2925	59.73875	8.77375
li_li-e-v	56.48625	11.78625	55.6375	9.83	60.115	10.975	47.82875	5.9975	49.51625	5.8675	50.4325	5.84	54.0525	11.56625	55.32625	11.09125	57.83375	9.4575	55.14	13.49	52.8525	16.2275	61.8	10.94625	65.42	8.75125	58.545	4.58125	66.585	9.5075	55.26625	8.4925	57.8275	7.19	59.8625	8.79
ss-pt_ss-pt-e-v	55.8625	11.78875	55.615	9.57125	59.98875	10.8875	48.43125	5.54	50.54375	4.57	51.52625	4.86375	51.03	10.36125	53.21875	9.83375	55.2875	8.56625	53.9675	14.2925	52.56125	16.64875	61.22	10.84375	65.9975	9.4625	59.40875	4.27875	67.30875	9.77125	54.49375	8.165	57.715	6.94	59.8575	8.33125
ss-pt_ss-pt-e-l-n-t-v	55.17625	11.20875	55.58875	8.9675	60.0125	9.9475	47.83	4.81375	50.90125	3.80375	52.05125	3.74375	50.75875	10.57	53.4525	9.945	55.61375	8.53875	53.855	14.215	53.11125	17.4775	61.81875	10.51125	66.05875	9.2725	60.34875	3.715	68.1975	9.11125	52.65125	7.20375	56.28375	5.94625	58.46375	6.99625
li-pt_li-pt-e-n-s-t-v	54.77375	9.85125	55.5875	8.55125	60.0475	8.64	46.5425	5.31875	49.95625	4.58375	51.205	4.46	52.25375	9.93	54.8675	9.4625	57.30875	7.58875	53.7575	11.4	53.1125	17.08	62.21625	7.92375	64.42625	6.85	59.84	3.38375	67.49	7.2175	52.61125	6.8125	56.465	5.58625	58.5475	6.5825
li_r-e-l-n-s-v	55.32375	10.2025	55.5825	8.9025	60.09125	8.92125	46.54625	5.755	49.78	4.94625	50.9525	5.1625	53.2025	11.4075	55.52375	10.795	57.9425	8.84875	53.83875	11.4775	52.7025	16.84875	61.69625	7.53375	64.7075	6.6975	59.3275	3.57	67.21	7.61375	53.68875	6.855	56.83875	5.81125	59.00375	6.76625
sc_sc-e-n-v-s	56.26375	9.74125	55.5775	8.835	60.21875	8.68375	48.67125	5.665	50.58625	4.62875	52.01	4.7125	53.29	9.05	54.68375	9.37	57.13625	6.57125	55.47	12.57875	53.18	17.53875	62.35625	8.58375	65.21	5.52875	59.13625	3.77875	67.3675	6.7175	54.485	7.19875	56.755	6.415	58.835	7.29125
sc_sc-e-l-n-s-v	56.26375	9.74125	55.5775	8.835	60.21875	8.68375	48.67125	5.665	50.58625	4.62875	52.01	4.7125	53.29	9.05	54.68375	9.37	57.13625	6.57125	55.4725	12.575	53.18125	17.5375	62.35875	8.58125	65.21	5.52875	59.13625	3.77875	67.3675	6.7175	54.485	7.19875	56.755	6.415	58.835	7.29125
li-pt_li-pt-e-v	56.3	11.785	55.55875	9.80375	60.05125	10.9325	47.59375	6.185	49.58	5.93125	50.42625	5.8925	52.80875	11.3425	54.4975	10.8825	56.74875	9.3125	54.72	13.99875	52.72375	16.6725	61.50625	10.90125	65.985	8.875	58.83	4.47375	67.09625	9.60375	55.115	8.3375	57.77625	6.98625	59.91875	8.5875
li-pt_li-pt-e-l-n-t-s-v	54.755	9.8625	55.48875	8.6325	60.01	8.6325	46.255	5.88625	49.47625	5.365	50.89875	5	52.37625	10.2775	54.97875	9.79	57.42625	7.95875	53.915	11.45625	53.14625	17.0825	62.3	8.08875	64.26125	6.6325	59.59125	3.505	67.34875	7.1125	52.695	6.53	56.5075	5.3025	58.5975	6.26625
li-pt_li-pt-e-l-s-t-v	54.755	9.8625	55.48875	8.6325	60.01	8.6325	46.255	5.88625	49.47625	5.365	50.89875	5	52.37625	10.2775	54.97875	9.79	57.42625	7.95875	53.915	11.45625	53.14625	17.0825	62.3	8.08875	64.26125	6.6325	59.59125	3.505	67.34875	7.1125	52.695	6.53	56.5075	5.3025	58.5975	6.26625
ss_ss-e-l-n-s-v	55.99875	10.01375	55.47875	8.84875	60.065	8.8725	47.605	5.42	50.01	4.46	51.41	4.48875	52.5875	9.21875	54.235	9.33625	56.48375	6.85875	55.6225	13.43875	53.5025	17.68125	62.59375	9.63375	65.11	5.85875	58.9375	4.02375	67.195	7.01375	54.49625	6.885	56.9475	5.71375	58.975	6.74625
ss_ss-e-n-v-s	55.99875	10.01375	55.47875	8.85	60.06375	8.87375	47.605	5.42	50.01	4.46	51.41	4.48875	52.5875	9.22	54.23375	9.3375	56.48375	6.85875	55.62	13.4425	53.50125	17.6825	62.59125	9.6375	65.11	5.85875	58.9375	4.02375	67.195	7.01375	54.49625	6.885	56.9475	5.71375	58.975	6.74625
ss_ss-e-n-l-v	57.05125	11.77875	55.43375	9.55125	59.94625	10.54125	48.9	5.465	50.555	4.675	51.34625	4.865	52.37	9.9325	53.43375	9.65375	55.35	7.58375	55.84625	17.74375	53.34375	19.49375	61.8675	12.77875	67.30375	8.25125	59.0125	3.9225	67.62875	9.40375	55.5325	7.58875	56.93375	6.43125	59.18125	7.55
ss_ss-e-n-v	57.05125	11.77875	55.43375	9.55125	59.94625	10.54125	48.9	5.465	50.555	4.675	51.34625	4.865	52.36875	9.93375	53.4325	9.65375	55.35	7.58375	55.84625	17.74375	53.34375	19.49375	61.8675	12.77875	67.30375	8.25125	59.0125	3.9225	67.62875	9.40375	55.5325	7.58875	56.93375	6.43125	59.18125	7.55
ss-ps_ss-ps-e-v	54.905	11.67625	55.4275	9.655	59.71125	10.67625	47.28	6.22625	50.2875	5.41	51.40125	5.89375	50.975	11.1175	53.74625	10.61375	55.67	9.29625	53.1025	12.56375	52.1575	16.09	60.89625	9.83125	64.97	9.2475	59.7075	3.95375	67.25625	9.3475	53.1975	8.98875	56.905	7.78875	59.0025	9.19
lt-pt_lt-pt-e-l-n-s-v	55.1	9.7725	55.425	8.42625	59.99875	8.55375	46.89375	5.37125	50.14125	4.975	51.32625	4.51375	52.12375	10.2	54.655	9.8425	56.93125	7.84	53.52	10.67125	52.2325	16.2525	61.5	6.54	64.75125	6.46	59.43375	3.2475	67.45	7.235	53.4375	6.69	56.7075	5.6175	58.90625	6.61125
lt_lt-e-v	57.06625	12.01875	55.3825	9.80625	59.79875	11.5925	50.6825	5.8925	51.14125	6.00875	52.29	5.7475	55.52125	11.68125	55	11.10375	58.115	10.57625	56.12	15.36625	52.6175	14.97125	61.6525	13.63375	63.2175	9.4375	56.41125	6.04375	63.6675	10.5525	56.36875	7.4625	58.225	6.48875	60.2525	7.79375
li-ps_li-ps-e-n-s-t-v	54.375	9.88375	55.34875	8.5425	59.78	8.6525	46.5875	5.2725	50.07875	4.575	51.3	4.42125	51.72625	10.38	54.52875	9.59125	56.89875	7.9275	54.14875	11.8325	53.47125	17.325	62.56625	8.425	63.4575	7.24	59.15625	3.155	66.72125	7.32625	52.14	6.88	56.16	5.5125	58.28	6.56375
lt_lt-s-v	55.16625	11.94375	55.34	9.66875	59.60875	10.455	48.72125	5.76125	51.37375	5.91625	52.22375	5.52625	54.74	12.3925	56.655	12.23375	58.9375	10.18875	56.135	13.335	54.48125	18.35	63.56	9.5175	67.05	7.9675	60.61625	3.9125	68.57875	8.6375	48.21625	6.60625	52.7	5.65125	54.18625	6.24375
lt_lt-v-s	55.16625	11.94375	55.34	9.66875	59.60875	10.455	48.72125	5.76125	51.37375	5.91625	52.22375	5.52625	54.74	12.3925	56.655	12.23375	58.9375	10.18875	56.135	13.335	54.48125	18.35	63.56	9.5175	67.05	7.9675	60.61625	3.9125	68.57875	8.6375	48.21625	6.60625	52.7	5.65125	54.18625	6.24375
lt_lt-l-n-s-t-v	54.68625	10.56625	55.31875	8.83125	59.705	9.05125	48.5775	4.855	51.35625	4.275	52.6125	3.97625	53.9975	11.0525	56.3025	11.02125	58.6325	8.7375	55.90875	12.32625	54.45625	18.48375	63.91875	8.12	65.8475	6.79375	60.28	3.5125	68.3225	7.4475	48.17625	5.6925	53.10875	5.0675	54.49875	5.09
lt_lt-l-t-v-s	54.68625	10.56625	55.31875	8.83125	59.705	9.05125	48.5775	4.855	51.35625	4.275	52.6125	3.97625	53.9975	11.0525	56.3025	11.02125	58.6325	8.7375	55.90875	12.32625	54.45625	18.48375	63.91875	8.12	65.8475	6.79375	60.28	3.5125	68.3225	7.4475	48.17625	5.6925	53.10875	5.0675	54.49875	5.09
sc_sc-t-v	56.0675	10.79875	55.30625	8.985	59.805	9.62625	52.42125	4.92875	53.28	4.655	55.18875	4.24375	54.91875	9.29625	55.6525	9.37375	58.46875	7.28125	56.6725	13.6475	53.87125	17.79375	63.175	9.9875	66.685	7.05	60.23625	3.84125	68.1975	7.9625	49.31	7.12625	52.7575	6.8325	54.1025	7.20125
sc_sc-l-t-v	56.0675	10.79875	55.30625	8.985	59.805	9.62625	52.42125	4.92875	53.28	4.655	55.18875	4.24375	54.91875	9.29625	55.6525	9.37375	58.46875	7.28125	56.6725	13.6475	53.87125	17.79375	63.175	9.9875	66.685	7.05	60.23625	3.84125	68.1975	7.9625	49.31	7.12625	52.7575	6.8325	54.1025	7.20125
sc_sc-n-l-t-v	56.0675	10.79875	55.30625	8.985	59.805	9.62625	52.42125	4.92875	53.28	4.655	55.18875	4.24375	54.91875	9.29625	55.6525	9.37375	58.46875	7.28125	56.6725	13.6475	53.87125	17.79375	63.175	9.9875	66.685	7.05	60.23625	3.84125	68.1975	7.9625	49.31	7.12625	52.7575	6.8325	54.1025	7.20125
sc_sc-n-t-v	56.0675	10.79875	55.30625	8.985	59.805	9.62625	52.42125	4.92875	53.28	4.655	55.18875	4.24375	54.91875	9.29625	55.6525	9.37375	58.46875	7.28125	56.6725	13.6475	53.87125	17.79375	63.175	9.9875	66.685	7.05	60.23625	3.84125	68.1975	7.9625	49.31	7.12625	52.7575	6.8325	54.1025	7.20125
li_r-e-v	54.91875	11.325	55.29375	9.72375	59.56625	10.5225	46.315	5.9775	49.1725	5.46125	50.06	6.13	52.75125	11.63875	54.945	11.3	57.305	9.68	53.11	11.3475	51.94625	15.73625	60.72	9.8175	63.89625	8.31125	58.77875	4.61125	66.18	8.89625	53.7275	8.0375	57.29625	6.94875	59.3575	8.32625
li_li-l-t-v	54.95125	12.00125	55.28375	9.42	59.51	10.415	49.125	4.3425	51.74625	3.67375	52.7225	3.61	54.3875	11.00375	56.3075	10.63	58.77875	8.655	55.7475	14.235	53.92375	18.24	63.1975	10.56125	66.9225	8.89	61.1	3.79125	68.75	9.145	47.7675	6.94875	52.375	5.98625	53.725	6.42375
li_li-n-l-t-v	54.95125	12.00125	55.28375	9.42	59.51	10.415	49.125	4.3425	51.74625	3.67375	52.7225	3.61	54.3875	11.00375	56.3075	10.63	58.77875	8.655	55.7475	14.235	53.92375	18.24	63.1975	10.56125	66.9225	8.89	61.1	3.79125	68.75	9.145	47.7675	6.94875	52.375	5.98625	53.725	6.42375
li-ps_li-ps-e-l-n-t-s-v	54.395	9.93	55.27625	8.6775	59.7675	8.66875	46.32375	5.94875	49.615	5.60375	51.04375	5.13625	51.825	10.7275	54.5875	9.945	56.975	8.27625	54.38	12.16375	53.61375	17.4875	62.72375	8.8525	63.23625	6.87	58.8525	3.37375	66.5225	7.06875	52.35375	6.70875	56.305	5.35125	58.41375	6.37625
li-ps_li-ps-e-l-s-t-v	54.395	9.93	55.27625	8.6775	59.7675	8.66875	46.32375	5.94875	49.615	5.60375	51.04375	5.13625	51.825	10.7275	54.5875	9.945	56.975	8.27625	54.38	12.16375	53.61375	17.4875	62.72375	8.8525	63.23625	6.87	58.8525	3.37375	66.5225	7.06875	52.35375	6.70875	56.305	5.35125	58.41375	6.37625
lt-ps_lt-ps-e-l-n-t-s-v	54.28875	9.92	55.26375	8.53125	59.74	8.6325	46.22	5.05625	49.88125	4.79	51.14	4.34625	51.255	10.91125	54.345	10.27	56.49625	8.54375	53.68625	11.32	52.9575	17.05625	62.1175	7.39875	63.70625	6.87	59.165	3.13125	66.96875	7.1975	52.2975	6.85125	56.3175	5.52625	58.445	6.58125
lt-ps_lt-ps-e-l-s-t-v	54.28875	9.92	55.26375	8.53125	59.74	8.6325	46.22	5.05625	49.88125	4.79	51.14	4.34625	51.255	10.91125	54.345	10.27	56.49625	8.54375	53.68625	11.32	52.9575	17.05625	62.1175	7.39875	63.70625	6.87	59.165	3.13125	66.96875	7.1975	52.2975	6.85125	56.3175	5.52625	58.445	6.58125
ss-ps_ss-ps-e-l-n-t-v	54.12	11.23375	55.2625	9.0625	59.565	9.8325	46.69375	5.21375	50.52875	4.0675	51.68625	4.21	50.33125	11.22125	53.66625	10.67125	55.6225	9.19375	52.8675	12.61875	52.59	17.01	61.39	9.69125	64.94	9.51875	60.2825	3.70375	67.84875	9.0675	51.33375	7.77375	55.58125	6.4525	57.65625	7.60625
li-pt_li-pt-e-l-n-s-v	54.72	9.66125	55.205	8.51875	59.7775	8.51625	46.5675	6.14125	49.68875	5.4725	51.10375	5.29125	52.3375	10.02875	54.665	9.51	57.18625	7.67625	53.77375	11.1225	52.57875	16.4375	61.8025	7.55125	63.835	6.17625	58.9825	3.38875	66.80875	6.9525	52.86125	6.58875	56.4025	5.5	58.53125	6.4675
li-ps_li-ps-e-v	55.8025	11.90875	55.19375	9.9175	59.665	11.0375	47.5625	6.22	49.56125	5.7475	50.41875	5.82875	52.19125	11.55875	54.0125	10.8825	56.20125	9.595	54.535	14.1425	52.5625	16.7825	61.3375	10.765	65.12125	9.05625	58.22875	4.19125	66.42875	9.5375	54.59375	8.73	57.38625	7.37125	59.54125	8.95875
li_li-l-v-s	55.05625	12.18875	55.18625	9.85875	59.44625	10.70625	48.41875	5.93625	50.8925	5.38625	51.67875	5.69125	54.93	12.0525	56.76	11.715	59.18	9.71	55.91875	13.20125	54.12375	17.985	63.38125	9.605	67.00125	8.21875	60.70625	4.16625	68.555	8.745	48.05	6.9275	52.47625	5.68625	53.90625	6.425
lt-ps_lt-ps-e-n-s-t-v	54.1225	9.86375	55.17125	8.48375	59.6475	8.5675	46.31625	4.925	49.96625	4.805	51.28625	4.20375	51.1275	11.07625	54.2875	10.40125	56.4375	8.655	53.21875	10.73125	52.57	16.6225	61.745	6.83	63.59875	6.9475	59.1425	3.05375	66.91125	7.21625	52.075	6.8625	56.21125	5.53875	58.335	6.57375
ss_ss-s-v	55.95625	12.43625	55.075	9.85875	59.35875	11.0375	50.18375	6.6875	51.73	5.63625	52.625	6.2725	53.68	10.82125	54.96	10.78125	57.035	8.52875	56.6125	15.11125	53.96	18.50625	62.96875	11.2125	67.68	8.4325	59.84875	4.475	68.155	9.4975	49.89	7.78375	53.38	6.77	54.7575	7.73875
ss_ss-l-v-s	55.95625	12.43625	55.075	9.85875	59.35875	11.0375	50.18375	6.6875	51.73	5.63625	52.625	6.2725	53.68	10.82125	54.96125	10.78	57.035	8.52875	56.615	15.1075	53.96125	18.50375	62.97125	11.21	67.68	8.4325	59.84875	4.475	68.155	9.4975	49.89	7.78375	53.38	6.77	54.7575	7.73875
ss_ss-v-s	55.95625	12.43625	55.075	9.85875	59.35875	11.0375	50.18375	6.6875	51.73	5.63625	52.625	6.2725	53.68	10.82125	54.96	10.78125	57.035	8.52875	56.6125	15.11125	53.96	18.50625	62.96875	11.2125	67.68	8.4325	59.84875	4.475	68.155	9.4975	49.89	7.78375	53.38	6.77	54.7575	7.73875
lt_lt-l-t-v	55.44125	11.50125	55.03875	8.9275	59.32375	10.51625	51.435	3.7575	52.82625	3.61875	54.1975	3.2475	55.7525	11.4775	56.20125	11.17	59.30625	10.06875	56.75	14.455	53.7825	16.86375	63.24625	12.50625	64.88125	8.91875	59.09375	4.31	66.31	9.8125	48.7675	6.3125	52.81	5.44625	54.1125	5.8225
lt_lt-n-l-t-v	55.44125	11.50125	55.03875	8.9275	59.32375	10.51625	51.435	3.7575	52.82625	3.61875	54.1975	3.2475	55.7525	11.4775	56.20125	11.17	59.30625	10.06875	56.75	14.455	53.7825	16.86375	63.24625	12.50625	64.88125	8.91875	59.09375	4.31	66.31	9.8125	48.7675	6.3125	52.81	5.44625	54.1125	5.8225
lt_r-e-n-s-t-v	53.73375	10.23625	55.035	8.78	59.405	8.8875	45.105	5.53375	49.1425	4.3575	50.36	4.64	51.10125	11.055	54.3575	10.5425	56.61	8.4075	52.66625	11.06125	52.56875	16.84875	61.46625	7.83875	63.785	6.88125	59.43625	3.8325	67.04625	7.2225	51.5225	6.5525	55.88125	5.3475	57.9275	6.405
li_li-n-l-v	54.85875	11.785	54.995	9.32375	59.25125	10.26125	48.5925	4.45125	51.03125	3.68125	52.01375	3.7325	54.585	11.1975	56.26625	10.76125	58.78125	8.82125	56.05625	14.27	53.9725	18.1325	63.2325	10.5075	66.1375	8.33375	60.21125	3.68125	67.8675	8.90875	48.13375	6.705	52.5075	5.57	53.93	6.0725
li-ps_li-ps-e-l-n-s-v	54.32	9.7375	54.9475	8.52875	59.4875	8.57625	46.5475	5.8025	49.76625	5.25375	51.17375	4.90625	51.785	10.47125	54.27875	9.66375	56.72875	8.01875	53.99375	11.3525	52.7225	16.45875	61.9725	7.83875	62.92875	6.54	58.36	3.15375	66.085	7.00375	52.4675	6.88125	56.14625	5.61	58.2875	6.6775
sc_sc-n-l-v	55.785	10.70625	54.89375	8.98125	59.4	9.55	51.6575	4.99375	52.3875	5.4175	54.32125	4.72625	54.9725	9.41125	55.525	9.49125	58.31375	7.32875	56.645	13.99125	53.68125	17.86375	62.985	10.43	65.9425	6.79875	59.4875	3.685	67.3875	7.885	49.355	6.6075	52.6075	6.25375	54.04	6.56
sc_sc-n-v	55.785	10.70625	54.89375	8.98125	59.4	9.55	51.6575	4.99375	52.3875	5.4175	54.32125	4.72625	54.9725	9.41125	55.525	9.49125	58.31375	7.32875	56.645	13.99125	53.68125	17.86375	62.985	10.43	65.9425	6.79875	59.4875	3.685	67.3875	7.885	49.355	6.6075	52.6075	6.25375	54.04	6.56
lt-pt_lt-pt-s-v	54.31125	12.07625	54.8925	9.48375	59.135	10.53625	47.82625	5.62375	50.86875	5.81625	51.7075	5.38375	53.38	11.9325	55.76125	11.465	57.945	9.69375	55.325	12.45	53.9925	17.545	63.1325	9.0825	66.815	8.52875	60.635	3.505	68.56125	8.92875	47.09125	6.67875	52.13125	5.595	53.58875	6.155
lt_lt-n-l-v-s	54.4725	10.33	54.87625	8.5425	59.275	8.8425	48.05875	4.58375	50.82	4.28375	51.96625	3.76	53.87875	10.8	55.90375	10.685	58.3025	8.40125	55.285	11.5125	53.4325	17.445	62.90375	7.14625	65.38	6.50625	59.68375	3.2325	67.73375	7.4225	48.48	5.56625	53.11125	4.7475	54.55	4.9475
ss_ss-e-l-v	57.49625	13.06375	54.86875	10.61	59.315	12.22375	49.07625	7.47375	49.69875	7.1525	49.9175	7.8875	51.945	10.34625	52.61	10.04875	54.2025	8.44875	54.66875	18.61	51.51125	18.70625	59.705	13.46875	67.82	9.2825	57.61875	5.49125	66.84125	10.9575	57.29	9.585	57.975	8.42	60.105	10.065
ss_ss-e-v	57.49625	13.06375	54.86875	10.61	59.315	12.22375	49.07625	7.47375	49.69875	7.1525	49.9175	7.8875	51.945	10.34625	52.60875	10.04875	54.2025	8.45	54.66875	18.61	51.51125	18.70625	59.705	13.46875	67.82	9.2825	57.61875	5.49125	66.84125	10.9575	57.29	9.585	57.975	8.42	60.105	10.065
lt-ps_lt-ps-e-l-n-s-v	54.08625	9.71	54.83625	8.35375	59.33625	8.51375	46.24875	4.7775	49.87625	4.66375	51.08625	4.15125	51.1575	10.54	54.00375	9.875	56.1975	8.18875	53.04125	10.45125	51.97	16.1325	61.16875	6.49125	63.3475	6.58625	58.69875	2.8475	66.485	7.17	52.26875	6.90625	55.94875	5.75125	58.155	6.8275
lt-pt_lt-pt-t-v	54.60125	11.6375	54.80375	8.89125	59.08375	10.245	49.87875	4.48375	52.09875	4.61	53.295	4.0275	53.43	10.89	55.185	10.34125	57.65	9.0475	55.685	14.2475	53.82	17.605	62.8875	10.9775	66.00625	8.84125	59.81625	3.59625	67.71625	9.15125	47.5125	6.20125	52.2875	5.1175	53.59375	5.54625
li_r-e-n-s-t-v	53.29875	10.3525	54.80125	8.8675	59.07875	9.08375	44.33	5.85375	48.5125	4.7825	49.53625	5.1325	50.35	10.28875	53.76125	9.8825	55.98625	7.7025	52.37	11.6425	52.5675	17.24875	61.30375	8.4975	63.53125	7.12625	59.45375	3.42625	66.91875	7.33	51.2	6.645	55.7075	5.42625	57.755	6.555
sc-pt_sc-pt-e-l-n-t-s-v	53.8675	10.21375	54.71875	8.7475	59.205	8.93875	45.83	6.2425	49.16125	5.105	50.5225	5.09375	50.9275	10.62375	53.9625	10.2075	56.16375	8.26375	52.91875	11.18125	52.31	16.80375	61.305	8.00375	63.855	7.04875	59.14375	3.48375	67.02375	7.26625	51.51375	7.01875	55.3875	5.77375	57.50625	6.8975
sc-pt_sc-pt-e-l-s-t-v	53.8675	10.21375	54.71875	8.7475	59.205	8.93875	45.83	6.2425	49.16125	5.105	50.5225	5.09375	50.9275	10.62375	53.9625	10.2075	56.16375	8.26375	52.91875	11.18125	52.31	16.80375	61.305	8.00375	63.855	7.04875	59.14375	3.48375	67.02375	7.26625	51.51375	7.01875	55.3875	5.77375	57.50625	6.8975
sc-pt_sc-pt-e-n-s-t-v	53.8675	10.215	54.71875	8.74875	59.205	8.93875	45.83	6.2425	49.16125	5.105	50.5225	5.09375	50.92625	10.62375	53.9625	10.2075	56.16375	8.26375	52.91625	11.185	52.30875	16.80625	61.3025	8.00625	63.855	7.04875	59.14375	3.48375	67.02375	7.26625	51.51375	7.01875	55.3875	5.77375	57.50625	6.8975
lt_lt-n-l-v	55.1975	11.36625	54.6875	8.96375	58.96625	10.43875	51.02	3.80375	52.31375	3.9175	53.63375	3.43625	55.97625	11.715	56.215	11.30875	59.37375	10.29	56.82375	14.19125	53.60875	16.38375	63.11875	11.89875	63.81125	8.4125	58.12625	4.265	65.215	9.3575	48.91125	6.10625	52.7875	5.13125	54.145	5.615
li_li-l-n-s-t-v	53.765	10.84	54.68625	9.02125	59.00375	9.2875	47.345	5.55375	50.32125	5.15	51.66375	4.81625	53.78	10.9725	56.07625	10.63125	58.55875	8.54625	55.115	11.94875	53.93875	18.21125	63.33125	8.55125	64.86375	7.02625	59.83	3.4375	67.61875	7.50625	47.04375	5.8575	52.2575	5.06625	53.5525	5.1275
